variant,source,e_explicit,m_explicit,f_explicit,e_could_be,m_could_be,f_could_be,e_score,m_score,f_score,e_max,m_max,f_max,d_min,d_max,zone,uncertain,question_tags,ins_number,compound_name,nutrient_class,dairy_product_subtype,milling_grade,oil_fraction,protein_fraction,sugar_form,language_tag,f_revised,variant_signal_class
monk fruit,monk fruit,,whole/fresh pieces,sweetener,,,flavouring agent,0.0,0.05,0.625,0.0,0.05,0.675,0.265,0.285,1,False,False,,,,,,,,,,sweetener,canonical_form
moth flour,moth bean,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, grade_signal"
niger seed,niger,,,base ingredient,,,,0.0,0.0,0.12,0.0,0.0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, grade_signal"
nut pieces,almond | cashew | pistachio | walnut,,cut/sliced pieces,base ingredient,,,,0.0,0.1,0.12,0.0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"grade_signal, multi_source"
nuts paste,almond | cashew | pistachio | walnut,,pulp/puree,base ingredient,,,,0.0,0.25,0.12,0.0,0.25,0.12,0.123,0.123,1,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, multi_source"
palm sugar,palm,,crystalline chemical,sweetener,refining,juice,base ingredient,0.0,0.98,0.625,0.75,0.98,0.625,0.544,0.769,2,True,False,,,,,,,,refined_sucrose,,sweetener,"redundant_variant, canonical_form, form_signal"
peach pulp,peach,,pulp/puree,base ingredient,,juice,,0.0,0.25,0.12,0.0,0.5,0.12,0.123,0.198,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
pigeon pea,pigeon pea,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
poppy seed,poppy,,,base ingredient,,,,0.0,0.0,0.12,0.0,0.0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, grade_signal"
rice flour,rice,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form, form_signal"
rice grits,rice,milling,coarse grits,base ingredient,,,,0.28,0.3,0.12,0.28,0.3,0.12,0.222,0.222,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal"
brown rice,brown rice,,,base ingredient,milling,flour/fine powder|coarse grits,,0.0,0.0,0.12,0.28,0.33,0.12,0.048,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"redundant_variant, canonical_form, grade_signal"
black rice,black rice,,,base ingredient,milling,flour/fine powder|coarse grits,,0.0,0.0,0.12,0.28,0.33,0.12,0.048,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"redundant_variant, canonical_form, grade_signal"
white poha,rice,,flakes,base ingredient,,,,0.0,0.36,0.12,0.0,0.36,0.12,0.156,0.156,1,False,False,,,,,,,,,,raw_agricultural_material,"transliteration_signal, grade_signal"
rice floor,rice,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
nylon poha,rice,,flakes,base ingredient,,,,0.0,0.36,0.12,0.0,0.36,0.12,0.156,0.156,1,False,False,,,,,,,,,,raw_agricultural_material,"transliteration_signal, process_signal"
rose petal,rose,,whole/fresh pieces,flavouring agent,drying,cut/sliced pieces|powder,taste profile / spice,0.0,0.05,0.675,0.42,0.42,0.675,0.285,0.522,1,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
rose water,rose,,juice,flavouring agent,,,,0.0,0.5,0.675,0.0,0.5,0.675,0.42,0.42,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
bansi rawa,wheat,milling,coarse grits,base ingredient,,,,0.28,0.3,0.12,0.28,0.3,0.12,0.222,0.222,1,False,False,,,,,semolina,,,,,raw_agricultural_material,transliteration_signal
idly ravva,rice,milling,coarse grits,base ingredient,,,,0.28,0.3,0.12,0.28,0.3,0.12,0.222,0.222,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, redundant_variant"
soya sauce,soybean,fermentation,,flavouring agent,,extract/oleoresin,base ingredient,0.56,0.0,0.675,0.56,0.86,0.675,0.438,0.696,2,False,False,,,,,,,,,,flavouring agent,form_signal
star anise,star anise,drying,whole/fresh pieces,taste profile / spice,,powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, canonical_form"
tea leaves,tea,,whole/fresh pieces,flavouring agent,fermentation,,taste profile / spice,0.0,0.05,0.675,0.56,0.05,0.675,0.285,0.453,1,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal, grade_signal"
watermelon,watermelon,,whole/fresh pieces,base ingredient,,juice,sweetener,0.0,0.05,0.12,0.0,0.5,0.625,0.063,0.4,1,True,False,,,,,,,,,,raw_agricultural_material,canonical_form
aavarampoo,aavarampoo,,whole/fresh pieces,,drying,powder,,0.0,0.05,0.0,0.42,0.42,0.0,0.015,0.252,1,False,False,,,,,,,,,,health_supplement,canonical_form
barramundi,barramundi,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
cloudifier,palm | soybean | sunflower,,emulsifier powder,emulsifier,,,,0.0,0.89,0.825,0.0,0.89,0.825,0.597,0.597,2,False,False,,,,,,,,,,emulsifier,"canonical_form, multi_source"
sandalwood,sandalwood,,whole/fresh pieces,taste profile / spice,,powder|extract/oleoresin,flavouring agent,0.0,0.05,0.18,0.0,0.86,0.675,0.087,0.528,1,True,False,,,,,,,,,,taste profile / spice,canonical_form
eucalyptol,eucalyptus,solvent extraction,essential oil,flavouring agent,,extract/oleoresin,taste profile / spice,0.82,0.9,0.675,0.82,0.9,0.675,0.786,0.786,3,False,False,,,,,,,,,,flavouring agent,canonical_form
goji berry,goji berry,,whole/fresh pieces,antioxidant,drying,powder,,0.0,0.05,0.875,0.42,0.42,0.875,0.365,0.602,2,False,False,,,,,,,,,,antioxidant,"canonical_form, grade_signal"
idly ravva,rice,milling,coarse grits,base ingredient,,,,0.28,0.3,0.12,0.28,0.3,0.12,0.222,0.222,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, redundant_variant"
l-theanine,tea,,crystalline chemical,,,extract/oleoresin,,0.0,0.98,0.0,0.0,0.98,0.0,0.294,0.294,1,False,False,,,,,,,,,,health_supplement,canonical_form
mayonnaise,soybean | sunflower | egg,,emulsifier powder,emulsifier,,,,0.0,0.89,0.825,0.0,0.89,0.825,0.597,0.597,2,False,False,,,,,,,,,,emulsifier,"canonical_form, multi_source"
mct powder,coconut | palm kernel,,powder,lipid base,fractionation,,,0.0,0.42,0.22,0.76,0.42,0.22,0.214,0.442,1,True,False,,,,,,,,,,lipid base,"form_signal, multi_source"
wheatgrass,wheatgrass,,whole/fresh pieces,base ingredient,,juice|powder,,0.0,0.05,0.12,0.0,0.5,0.12,0.063,0.198,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
red salmon,salmon,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
palm kernel,palm,,kernel,lipid base,cold pressing|solvent extraction,,,0.0,0.0,0.22,0.82,0.0,0.22,0.088,0.334,1,True,False,,,,,,,,,,lipid base,"canonical_form, form_signal, grade_signal"
shea butter,shea,solvent extraction,fat fraction,lipid base,,,humectant,0.82,0.72,0.22,0.82,0.72,0.425,0.55,0.632,2,False,False,,,,,,,,,,lipid base,"canonical_form, form_signal"
refined oil,palm | soybean | sunflower | groundnut,refining,oil,lipid base,cold pressing|solvent extraction,,,0.75,0.7,0.22,0.82,0.7,0.22,0.523,0.544,2,False,False,,,,,,refined,,,,lipid base,"form_signal, process_signal, multi_source"
common salt,mineral,,crystalline chemical,base ingredient,,,,0.0,0.98,0.12,0.0,0.98,0.12,0.342,0.342,2,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, grade_signal"
edible salt,mineral,,crystalline chemical,base ingredient,,,,0.0,0.98,0.12,0.0,0.98,0.12,0.342,0.342,2,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, grade_signal"
sodium salt,mineral,,crystalline chemical,base ingredient,,,,0.0,0.98,0.12,0.0,0.98,0.12,0.342,0.342,2,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, grade_signal"
batter salt,mineral,,crystalline chemical,base ingredient,,,,0.0,0.98,0.12,0.0,0.98,0.12,0.342,0.342,2,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, grade_signal"
loaded salt,mineral,,crystalline chemical,base ingredient,,,,0.0,0.98,0.12,0.0,0.98,0.12,0.342,0.342,2,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, grade_signal"
smoked salt,mineral,?smoking,crystalline chemical,taste profile / spice,,,flavouring agent,0.0,0.98,0.18,0.0,0.98,0.675,0.366,0.564,2,False,True,,,,,,,,,,taste profile / spice,"form_signal, process_signal"
carrot bits,carrot,cut/sliced pieces,cut/sliced pieces,base ingredient,drying,,,0.0,0.1,0.12,0.42,0.1,0.12,0.078,0.204,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
cashew nuts,cashew,,whole/fresh pieces,base ingredient,roasting,,,0.0,0.05,0.12,0.58,0.05,0.12,0.063,0.237,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form, form_signal, grade_signal"
corn starch,corn,,starch flour,base ingredient,,modified starch powder,thickener,0.0,0.6,0.12,0.0,0.96,0.615,0.228,0.534,1,True,False,,,,,starch,,,,,processed_ingredient,"canonical_form, form_signal"
date powder,date,drying,powder,sweetener,,,base ingredient,0.42,0.42,0.625,0.42,0.42,0.625,0.502,0.502,2,False,False,,,,,,,,,,sweetener,"canonical_form, form_signal"
l-carnitine,synthetic,,crystalline chemical,,,,,0.0,0.98,0.0,0.0,0.98,0.0,0.294,0.294,1,False,False,,,amino_acid,,,,,,,health_supplement,"orthographic_noise, canonical_form"
wheat flour,wheat,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form, form_signal"
mango puree,mango,,pulp/puree,base ingredient,,juice,sweetener,0.0,0.25,0.12,0.0,0.5,0.625,0.123,0.4,1,True,False,,,,,,,,,,raw_agricultural_material,"linguistic_signal, canonical_form, form_signal"
dried mango,mango,drying,whole/fresh pieces,base ingredient,,cut/sliced pieces,sweetener,0.42,0.05,0.12,0.42,0.1,0.625,0.189,0.406,1,True,False,,,,,,,,,,raw_agricultural_material,"canonical_form, process_signal"
mango juice,mango,,juice,sweetener,,pulp/puree,flavouring agent,0.0,0.5,0.625,0.0,0.5,0.675,0.4,0.42,2,False,False,,,,,,,,,,sweetener,"canonical_form, form_signal"
milk powder,milk,,powder,base ingredient,?spray drying,whey powder,,0.0,0.42,0.12,0.42,0.52,0.12,0.174,0.33,1,True,True,,,,,,,,,,processed_ingredient,"canonical_form, form_signal"
milk solids,milk,,powder,base ingredient,?spray drying|concentration,concentrate,,0.0,0.42,0.12,0.48,0.42,0.12,0.174,0.318,1,True,True,,,,,,,,,,processed_ingredient,"orthographic_noise, canonical_form, form_signal"
kodo millet,kodo millet,,,base ingredient,milling,flour/fine powder|coarse grits,,0.0,0.0,0.12,0.28,0.33,0.12,0.048,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
bajra flour,pearl millet,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"transliteration_signal, form_signal"
mint leaves,mint,,whole/fresh pieces,taste profile / spice,,cut/sliced pieces,flavouring agent,0.0,0.05,0.18,0.0,0.1,0.675,0.087,0.3,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, grade_signal"
sesame seed,sesame,,seed,lipid base,cold pressing|solvent extraction,,,0.0,0.0,0.22,0.82,0.0,0.22,0.088,0.334,1,True,False,,,,,,,,,,lipid base,"orthographic_noise, canonical_form, form_signal, grade_signal"
soya flakes,soybean,,flakes,base ingredient,,,,0.0,0.36,0.12,0.0,0.36,0.12,0.156,0.156,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, form_signal"
soybean oil,soybean,,oil,lipid base,cold pressing|solvent extraction|refining,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base,"orthographic_noise, canonical_form, form_signal"
added sugar,sugarcane,refining,crystalline chemical,sweetener,,,base ingredient,0.75,0.98,0.625,0.75,0.98,0.625,0.769,0.769,3,False,False,,,,,,,,refined_sucrose,,sweetener,"orthographic_noise, form_signal"
brown sugar,sugarcane,refining,crystalline chemical,sweetener,,,base ingredient,0.75,0.98,0.625,0.75,0.98,0.625,0.769,0.769,3,False,False,,,,,,,,molasses_partial,,sweetener,"form_signal, grade_signal"
sugar syrup,sugarcane,refining,juice,sweetener,,,base ingredient,0.75,0.5,0.625,0.75,0.5,0.625,0.625,0.625,2,False,False,,,,,,,,refined_sucrose,,sweetener,form_signal
white sugar,sugarcane,refining,crystalline chemical,sweetener,,,base ingredient,0.75,0.98,0.625,0.75,0.98,0.625,0.769,0.769,3,False,False,,,,,,,,refined_sucrose,,sweetener,"form_signal, grade_signal"
wheat cream,wheat,,,base ingredient,,fat fraction|concentrate,,0.0,0.0,0.12,0.0,0.72,0.12,0.048,0.264,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal"
rolled oats,oats,,flakes,base ingredient,milling,,,0.0,0.36,0.12,0.28,0.36,0.12,0.156,0.24,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, process_signal, grade_signal"
orange pulp,orange,,pulp/puree,base ingredient,,juice,,0.0,0.25,0.12,0.0,0.5,0.12,0.123,0.198,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
glazed peel,citrus,,cut/sliced pieces,sweetener,,,,0.0,0.1,0.625,0.0,0.1,0.625,0.28,0.28,1,False,False,,,,,,,,,,sweetener,"form_signal, grade_signal"
citrus pulp,citrus,,pulp/puree,base ingredient,,,,0.0,0.25,0.12,0.0,0.25,0.12,0.123,0.123,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
fennel seed,fennel,,whole/fresh pieces,taste profile / spice,drying,,flavouring agent,0.0,0.05,0.18,0.42,0.05,0.675,0.087,0.411,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, canonical_form, form_signal, grade_signal"
dried yeast,yeast,drying,powder,raising agent,,,,0.42,0.42,0.475,0.42,0.42,0.475,0.442,0.442,2,False,False,,,,,,,,,,raising agent,"canonical_form, process_signal, grade_signal"
whey powder,milk,,whey powder,base ingredient,,,,0.0,0.52,0.12,0.0,0.52,0.12,0.204,0.204,1,False,False,,,,,,,,,,processed_ingredient,form_signal
carom seeds,carom,,whole/fresh pieces,taste profile / spice,drying,,flavouring agent,0.0,0.05,0.18,0.42,0.05,0.675,0.087,0.411,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, canonical_form, form_signal, grade_signal"
bishop seed,carom,,whole/fresh pieces,taste profile / spice,drying,,flavouring agent,0.0,0.05,0.18,0.42,0.05,0.675,0.087,0.411,1,True,False,,,,,,,,,,taste profile / spice,"form_signal, grade_signal"
apple juice,apple,,juice,flavouring agent,,,sweetener,0.0,0.5,0.675,0.0,0.5,0.675,0.42,0.42,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
green apple,apple,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,"redundant_variant, canonical_form, grade_signal"
ashwagandha,ashwagandha,,whole/fresh pieces,base ingredient,drying,cut/sliced pieces|powder,,0.0,0.05,0.12,0.42,0.42,0.12,0.063,0.3,1,True,False,,,,,,,,,,raw_agricultural_material,canonical_form
banana pulp,banana,,pulp/puree,base ingredient,,,sweetener,0.0,0.25,0.12,0.0,0.25,0.625,0.123,0.325,1,True,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
cassia leaf,cassia,,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces|powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, grade_signal"
french bean,french bean,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form, grade_signal"
bengal gram,chickpea,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,grade_signal
split grams,chickpea,,cut/sliced pieces,base ingredient,,,,0.0,0.1,0.12,0.0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, grade_signal"
gram pulses,chickpea,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,orthographic_noise
black cumin,black cumin,,whole/fresh pieces,taste profile / spice,drying,,flavouring agent,0.0,0.05,0.18,0.42,0.05,0.675,0.087,0.411,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
blueberries,blueberry,,whole/fresh pieces,base ingredient,,juice,sweetener,0.0,0.05,0.12,0.0,0.5,0.625,0.063,0.4,1,True,False,,,,,,,,,,raw_agricultural_material,canonical_form
buffalo fat,buffalo milk,churning|clarification,fat fraction,lipid base,,,,0.55,0.72,0.22,0.55,0.72,0.22,0.469,0.469,2,False,False,,,,,,,,,,lipid base,"form_signal, grade_signal"
chicken fat,chicken,rendering,fat fraction,lipid base,,,,0.0,0.72,0.22,0.0,0.72,0.22,0.304,0.304,2,False,False,,,,,,,,,,lipid base,"orthographic_noise, canonical_form, form_signal"
green chili,chili,,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces|powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, canonical_form, grade_signal"
coco powder,cocoa,milling,powder,base ingredient,,,colour,0.28,0.42,0.12,0.28,0.42,0.8,0.258,0.53,1,True,False,,,,,,,,,,processed_ingredient,"orthographic_noise, linguistic_signal, form_signal"
coconut fat,coconut,,fat fraction,lipid base,cold pressing|solvent extraction,oil,,0.0,0.72,0.22,0.82,0.72,0.22,0.304,0.55,2,False,False,,,,,,,,,,lipid base,"canonical_form, form_signal"
coconut oil,coconut,cold pressing|solvent extraction,oil,lipid base,refining,,,0.82,0.7,0.22,0.82,0.7,0.22,0.544,0.544,2,False,False,,,,,,,,,,lipid base,"canonical_form, form_signal"
cranberries,cranberry,,whole/fresh pieces,base ingredient,,juice,sweetener,0.0,0.05,0.12,0.0,0.5,0.625,0.063,0.4,1,True,False,,,,,,,,,,raw_agricultural_material,canonical_form
cumin seeds,cumin,,whole/fresh pieces,taste profile / spice,drying,,flavouring agent,0.0,0.05,0.18,0.42,0.05,0.675,0.087,0.411,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, canonical_form, form_signal, grade_signal"
cumin whole,cumin,,whole/fresh pieces,taste profile / spice,drying,,flavouring agent,0.0,0.05,0.18,0.42,0.05,0.675,0.087,0.411,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
jeera seeds,cumin,,whole/fresh pieces,taste profile / spice,drying,,flavouring agent,0.0,0.05,0.18,0.42,0.05,0.675,0.087,0.411,1,True,False,,,,,,,,,,taste profile / spice,"transliteration_signal, form_signal, grade_signal"
emulsifiers,palm | soybean | sunflower,,emulsifier powder,emulsifier,,,,0.0,0.89,0.825,0.0,0.89,0.825,0.597,0.597,2,False,False,,,,,,,,,,emulsifier,"orthographic_noise, canonical_form, multi_source"
grape juice,grape,,juice,flavouring agent,,,sweetener,0.0,0.5,0.675,0.0,0.5,0.675,0.42,0.42,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
green apple,apple,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,"redundant_variant, canonical_form, grade_signal"
moong beans,mung bean,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, transliteration_signal, form_signal"
guava juice,guava,,juice,flavouring agent,,,sweetener,0.0,0.5,0.675,0.0,0.5,0.675,0.42,0.42,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
guava puree,guava,,pulp/puree,base ingredient,,,sweetener,0.0,0.25,0.12,0.0,0.25,0.625,0.123,0.325,1,True,False,,,,,,,,,,raw_agricultural_material,"linguistic_signal, canonical_form, form_signal"
lemon juice,lemon,,juice,flavouring agent,,,acidity regulator,0.0,0.5,0.675,0.0,0.5,0.86,0.42,0.494,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
red lentils,lentil,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,grade_signal
litchi pulp,litchi,,pulp/puree,base ingredient,,,sweetener,0.0,0.25,0.12,0.0,0.25,0.625,0.123,0.325,1,True,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
long pepper,long pepper,,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces|powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,canonical_form
lotus seeds,lotus,,whole/fresh pieces,base ingredient,drying,,,0.0,0.05,0.12,0.42,0.05,0.12,0.063,0.189,1,False,False,,,,,,,,,,raw_agricultural_material,"transliteration_signal, canonical_form, form_signal, grade_signal"
mace powder,mace,milling,powder,taste profile / spice,drying,,flavouring agent,0.28,0.42,0.18,0.42,0.42,0.675,0.282,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal"
mustard oil,mustard seed,cold pressing|solvent extraction,oil,lipid base,refining,,,0.82,0.7,0.22,0.82,0.7,0.22,0.544,0.544,2,False,False,,,,,,,,,,lipid base,form_signal
nucleotides,yeast,,extract/oleoresin,flavouring agent,?extraction,,,0.0,0.86,0.675,0.0,0.86,0.675,0.528,0.528,2,False,True,,,,,,,,,,flavouring agent,canonical_form
fried onion,onion,roasting,cut/sliced pieces,taste profile / spice,frying,,flavouring agent,0.58,0.1,0.18,0.58,0.1,0.675,0.276,0.474,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, process_signal"
white onion,onion,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
papaya pulp,papaya,,pulp/puree,base ingredient,,,sweetener,0.0,0.25,0.12,0.0,0.25,0.625,0.123,0.325,1,True,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
pea protein,pea,,protein concentrate,base ingredient,?extraction,protein isolate,,0.0,0.74,0.12,0.0,0.78,0.12,0.27,0.282,1,False,True,,,,,,,plant_protein,,,processed_ingredient,"canonical_form, form_signal"
peach juice,peach,,juice,flavouring agent,,,sweetener,0.0,0.5,0.675,0.0,0.5,0.675,0.42,0.42,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
pomegranate,pomegranate,,whole/fresh pieces,base ingredient,,juice,sweetener,0.0,0.05,0.12,0.0,0.5,0.625,0.063,0.4,1,True,False,,,,,,,,,,raw_agricultural_material,canonical_form
potato flex,potato,,flakes,base ingredient,,,thickener,0.0,0.36,0.12,0.0,0.36,0.615,0.156,0.354,1,True,False,,,,,,,,,,raw_agricultural_material,canonical_form
raspberries,raspberry,,whole/fresh pieces,base ingredient,,juice,sweetener,0.0,0.05,0.12,0.0,0.5,0.625,0.063,0.4,1,True,False,,,,,,,,,,raw_agricultural_material,canonical_form
resveratrol,grape,?extraction,extract/oleoresin,antioxidant,,,,0.0,0.86,0.875,0.0,0.86,0.875,0.608,0.608,2,False,True,,,,,,,,,,antioxidant,canonical_form
rice powder,rice,milling,flour/fine powder,base ingredient,,starch flour,thickener,0.28,0.33,0.12,0.28,0.6,0.615,0.231,0.51,1,True,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal"
rice flakes,rice,,flakes,base ingredient,,,,0.0,0.36,0.12,0.0,0.36,0.12,0.156,0.156,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal"
puffed rice,rice,?puffing,,base ingredient,,,,0.0,0.0,0.12,0.0,0.0,0.12,0.048,0.048,1,False,True,,,,,,,,,,raw_agricultural_material,"canonical_form, process_signal, grade_signal"
sago powder,sago,,powder,base ingredient,,starch flour,thickener,0.0,0.42,0.12,0.0,0.6,0.615,0.174,0.426,1,True,False,,,,,,,,,,processed_ingredient,"transliteration_signal, canonical_form, form_signal"
instant tea,tea,,,flavouring agent,,powder|extract/oleoresin,taste profile / spice,0.0,0.0,0.675,0.0,0.86,0.675,0.27,0.528,1,True,False,,,,,,,,,,flavouring agent,"canonical_form, process_signal"
edible bran,rice | wheat | oat,,skim/defatted meal,base ingredient,,,,0.0,0.55,0.12,0.0,0.55,0.12,0.213,0.213,1,False,False,,,,,bran,,,,,processed_ingredient,"form_signal, grade_signal, multi_source"
citharathai,citharathai,,whole/fresh pieces,taste profile / spice,,cut/sliced pieces|powder,flavouring agent,0.0,0.05,0.18,0.0,0.42,0.675,0.087,0.396,1,True,False,,,,,,,,,,taste profile / spice,canonical_form
sadhakuppai,sadhakuppai,,whole/fresh pieces,taste profile / spice,,cut/sliced pieces|powder,flavouring agent,0.0,0.05,0.18,0.0,0.42,0.675,0.087,0.396,1,True,False,,,,,,,,,,taste profile / spice,canonical_form
iodised salt,mineral,,crystalline chemical,base ingredient,?iodization,,,0.0,0.98,0.12,0.0,0.98,0.12,0.342,0.342,2,False,True,,,,,,,,,,raw_agricultural_material,"orthographic_noise, form_signal, grade_signal, fortification_signal"
iodized salt,mineral,,crystalline chemical,base ingredient,?iodization,,,0.0,0.98,0.12,0.0,0.98,0.12,0.342,0.342,2,False,True,,,,,,,,,,raw_agricultural_material,"orthographic_noise, form_signal, grade_signal, fortification_signal"
lodised salt,mineral,,crystalline chemical,base ingredient,?iodization,,,0.0,0.98,0.12,0.0,0.98,0.12,0.342,0.342,2,False,True,,,,,,,,,,raw_agricultural_material,"orthographic_noise, form_signal"
lodized salt,mineral,,crystalline chemical,base ingredient,?iodization,,,0.0,0.98,0.12,0.0,0.98,0.12,0.342,0.342,2,False,True,,,,,,,,,,raw_agricultural_material,"orthographic_noise, form_signal"
carrot puree,carrot,,pulp/puree,base ingredient,,,,0.0,0.25,0.12,0.0,0.25,0.12,0.123,0.123,1,False,False,,,,,,,,,,raw_agricultural_material,"linguistic_signal, canonical_form, form_signal"
